init_tom,resp_tom,init_lr,resp_lr,init_canLie,resp_canLie,init_initPoints,resp_initPoints,init_finalPoints,resp_finalPoints,init_gain,resp_gain,nr_offers,outcome_is_PE,is_best_sw_outcome,negotiation_success,passed_time
2,2,0.5,0.5,false,false,250,200,250,200,0,0,0,true,true,true,-1.0
2,2,0.5,0.5,false,false,200,350,799,949,599,599,1,true,true,true,-1.0
2,2,0.5,0.5,false,false,300,200,799,249,499,49,1,true,true,true,-1.0
2,2,0.5,0.5,false,false,850,250,850,250,0,0,0,true,true,true,-1.0
2,2,0.5,0.5,false,false,300,350,299,349,-1,-1,1,true,true,true,-1.0
2,2,0.5,0.5,false,false,300,850,299,849,-1,-1,1,true,true,true,-1.0
2,2,0.5,0.5,false,false,300,350,899,899,599,549,1,true,true,true,-1.0
2,2,0.5,0.5,false,false,250,250,249,249,-1,-1,1,true,true,true,-1.0
2,2,0.5,0.5,false,false,250,300,298,898,48,598,2,true,true,true,-1.0
2,2,0.5,0.5,false,false,300,250,300,250,0,0,0,true,true,true,-1.0
2,2,0.5,0.5,false,false,300,850,299,849,-1,-1,1,true,true,true,-1.0
2,2,0.5,0.5,false,false,300,850,300,850,0,0,0,true,true,true,-1.0
2,2,0.5,0.5,false,false,200,250,398,798,198,548,2,true,true,true,-1.0
2,2,0.5,0.5,false,false,300,350,298,348,-2,-2,2,true,true,true,-1.0
0,0,0.5,0.5,false,false,300,200,799,899,499,699,1,true,true,true,0.194
0,0,0.5,0.5,false,false,850,250,848,248,-2,-2,2,true,true,true,-1.0
0,0,0.5,0.5,false,false,300,850,297,847,-3,-3,3,true,true,true,-1.0
0,0,0.5,0.5,false,false,250,300,799,899,549,599,1,true,true,true,-1.0
0,0,0.5,0.5,false,false,300,200,347,247,47,47,3,true,true,true,-1.0
