init_tom,resp_tom,init_lr,resp_lr,init_canLie,resp_canLie,init_initPoints,resp_respPoints,init_finalPoints,resp_finalPoints,init_gain,resp_gain,nr_offers,outcome_is_PE,passed_time
0,2,0.5,0.5,false,false,300,250,296,246,-4,-4,4,false,-1.0
0,2,0.5,0.5,false,false,250,250,298,798,48,548,2,true,-1.0
0,2,0.5,0.5,false,false,300,250,799,349,499,99,1,true,-1.0
1,0,0.5,0.5,false,false,850,850,847,847,-3,-3,3,true,0.304
1,0,0.5,0.5,false,false,300,850,297,847,-3,-3,3,true,-1.0
1,0,0.5,0.5,false,false,300,250,798,948,498,698,2,true,-1.0
1,0,0.5,0.5,false,false,250,300,247,297,-3,-3,3,true,-1.0
1,0,0.5,0.5,false,false,200,300,799,899,599,599,1,true,-1.0
1,0,0.5,0.5,false,false,350,200,897,247,547,47,3,true,-1.0
1,0,0.5,0.5,false,false,300,300,348,798,48,498,2,true,-1.0
1,0,0.5,0.5,false,false,300,250,300,250,0,0,0,true,-1.0
1,0,0.5,0.5,false,false,250,200,349,799,99,599,1,true,-1.0
1,0,0.5,0.5,false,false,200,850,197,847,-3,-3,3,true,-1.0
1,1,0.5,0.5,false,false,850,850,800,800,-50,-50,50,true,1.4
1,1,0.5,0.5,false,false,250,250,200,200,-50,-50,50,false,-1.0
1,1,0.5,0.5,false,false,850,850,850,850,0,0,0,true,-1.0
1,1,0.5,0.5,false,false,850,300,800,250,-50,-50,50,true,-1.0
1,1,0.5,0.5,false,false,250,300,250,300,0,0,0,true,-1.0
1,1,0.5,0.5,false,false,900,250,949,799,49,549,1,true,-1.0
1,1,0.5,0.5,false,false,250,250,200,200,-50,-50,50,true,-1.0
1,1,0.5,0.5,false,false,250,250,200,200,-50,-50,50,false,-1.0
1,1,0.5,0.5,false,false,200,200,150,150,-50,-50,50,false,-1.0
1,1,0.5,0.5,false,false,300,300,899,799,599,499,1,true,-1.0
1,2,0.5,0.5,false,true,200,300,198,298,-2,-2,2,true,678.215
1,2,0.5,0.5,false,true,850,850,848,848,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,850,250,800,200,-50,-50,50,false,-1.0
1,2,0.5,0.5,false,true,200,200,198,198,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,250,350,248,348,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,300,900,799,949,499,49,1,true,-1.0
1,2,0.5,0.5,false,true,850,200,850,200,0,0,0,true,-1.0
1,2,0.5,0.5,false,true,250,350,297,897,47,547,3,true,-1.0
1,2,0.5,0.5,false,true,250,200,798,348,548,148,2,true,-1.0
1,2,0.5,0.5,false,true,250,250,250,250,0,0,0,true,-1.0
1,2,0.5,0.5,false,false,200,300,248,798,48,498,2,true,97.579
1,2,0.5,0.5,false,false,250,250,250,250,0,0,0,true,-1.0
1,2,0.5,0.5,false,false,850,300,848,298,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,250,850,248,848,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,300,350,298,348,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,250,350,789,389,539,39,11,true,-1.0
1,2,0.5,0.5,false,false,300,850,298,848,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,250,900,798,948,548,48,2,true,-1.0
1,2,0.5,0.5,false,false,250,250,248,248,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,200,850,199,849,-1,-1,1,true,-1.0
2,0,0.5,0.5,true,false,350,200,947,797,597,597,3,true,618.752
2,0,0.5,0.5,true,false,250,300,245,295,-5,-5,5,true,-1.0
2,0,0.5,0.5,true,false,350,250,345,245,-5,-5,5,true,-1.0
2,0,0.5,0.5,true,false,300,350,346,896,46,546,4,true,-1.0
2,0,0.5,0.5,true,false,300,250,346,296,46,46,4,true,-1.0
2,0,0.5,0.5,true,false,300,300,799,899,499,599,1,true,-1.0
2,0,0.5,0.5,true,false,250,200,299,799,49,599,1,true,-1.0
2,0,0.5,0.5,true,false,250,250,847,847,597,597,3,true,-1.0
2,0,0.5,0.5,true,false,300,850,798,898,498,48,2,true,-1.0
2,0,0.5,0.5,true,false,300,200,300,200,0,0,0,true,-1.0
2,0,0.5,0.5,false,false,300,200,898,798,598,598,2,true,93.739
2,0,0.5,0.5,false,false,250,850,247,847,-3,-3,3,true,-1.0
2,0,0.5,0.5,false,false,300,300,899,849,599,549,1,true,-1.0
2,0,0.5,0.5,false,false,250,300,245,295,-5,-5,5,true,-1.0
2,0,0.5,0.5,false,false,250,300,247,297,-3,-3,3,true,-1.0
2,0,0.5,0.5,false,false,250,250,250,250,0,0,0,true,-1.0
2,0,0.5,0.5,false,false,300,300,296,296,-4,-4,4,true,-1.0
2,0,0.5,0.5,false,false,850,850,847,847,-3,-3,3,true,-1.0
2,0,0.5,0.5,false,false,250,350,245,345,-5,-5,5,true,-1.0
2,0,0.5,0.5,false,false,900,350,895,345,-5,-5,5,true,-1.0
2,1,0.5,0.5,true,false,850,900,850,900,0,0,0,true,988.953
2,1,0.5,0.5,true,false,200,850,197,847,-3,-3,3,true,-1.0
2,1,0.5,0.5,true,false,300,850,798,898,498,48,2,true,-1.0
2,1,0.5,0.5,true,false,200,350,197,347,-3,-3,3,true,-1.0
2,1,0.5,0.5,true,false,300,850,297,847,-3,-3,3,true,-1.0
2,1,0.5,0.5,true,false,250,250,247,247,-3,-3,3,true,-1.0
2,1,0.5,0.5,true,false,300,850,297,847,-3,-3,3,true,-1.0
2,1,0.5,0.5,true,false,300,300,332,782,32,482,18,true,-1.0
2,1,0.5,0.5,true,false,300,300,300,300,0,0,0,true,-1.0
2,1,0.5,0.5,true,false,250,250,247,247,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,850,350,850,350,0,0,0,true,169.878
2,1,0.5,0.5,false,false,300,300,797,947,497,647,3,true,-1.0
2,1,0.5,0.5,false,false,200,350,294,894,94,544,6,true,-1.0
2,1,0.5,0.5,false,false,250,250,248,248,-2,-2,2,true,-1.0
2,1,0.5,0.5,false,false,300,850,299,849,-1,-1,1,true,-1.0
2,1,0.5,0.5,false,false,850,300,850,300,0,0,0,true,-1.0
2,1,0.5,0.5,false,false,250,900,247,897,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,300,350,799,949,499,599,1,true,-1.0
2,1,0.5,0.5,false,false,200,850,244,894,44,44,6,true,-1.0
2,1,0.5,0.5,false,false,300,250,898,298,598,48,2,true,-1.0
2,2,0.5,0.5,true,true,300,250,349,299,49,49,1,true,585.085
2,2,0.5,0.5,true,true,200,250,199,249,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,true,200,250,899,849,699,599,1,true,-1.0
2,2,0.5,0.5,true,true,200,250,199,249,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,true,300,250,849,299,549,49,1,true,-1.0
2,2,0.5,0.5,true,true,200,250,798,798,598,548,2,true,-1.0
2,2,0.5,0.5,true,true,900,850,900,850,0,0,0,true,-1.0
2,2,0.5,0.5,true,true,300,200,349,299,49,99,1,true,-1.0
2,2,0.5,0.5,true,true,300,200,798,898,498,698,2,true,-1.0
2,2,0.5,0.5,true,true,200,300,347,797,147,497,3,true,-1.0
2,2,0.5,0.5,true,false,250,250,849,299,599,49,1,true,500.412
2,2,0.5,0.5,true,false,250,300,298,848,48,548,2,true,-1.0
2,2,0.5,0.5,true,false,300,200,399,249,99,49,1,false,-1.0
2,2,0.5,0.5,true,false,250,250,249,249,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,false,200,250,399,799,199,549,1,true,-1.0
2,2,0.5,0.5,true,false,250,350,249,349,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,false,200,850,199,849,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,false,200,200,298,298,98,98,2,true,-1.0
2,2,0.5,0.5,true,false,850,300,899,799,49,499,1,true,-1.0
2,2,0.5,0.5,true,false,250,200,250,200,0,0,0,true,-1.0
2,2,0.5,0.5,false,true,300,250,299,249,-1,-1,1,true,150.933
2,2,0.5,0.5,false,true,300,300,300,300,0,0,0,true,-1.0
2,2,0.5,0.5,false,true,300,300,848,848,548,548,2,true,-1.0
2,2,0.5,0.5,false,true,300,250,300,250,0,0,0,false,-1.0
2,2,0.5,0.5,false,true,350,850,349,849,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,250,200,249,199,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,850,900,849,899,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,200,850,199,849,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,250,350,348,898,98,548,2,true,-1.0
2,2,0.5,0.5,false,true,900,300,900,300,0,0,0,true,-1.0
2,2,0.5,0.5,false,false,300,200,300,200,0,0,0,false,97.056
2,2,0.5,0.5,false,false,250,300,250,300,0,0,0,true,-1.0
2,2,0.5,0.5,false,false,200,200,798,898,598,698,2,true,-1.0
2,2,0.5,0.5,false,false,850,850,850,850,0,0,0,true,-1.0
2,2,0.5,0.5,false,false,300,250,799,299,499,49,1,true,-1.0
2,2,0.5,0.5,false,false,900,200,899,199,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,false,350,250,341,241,-9,-9,9,true,-1.0
2,2,0.5,0.5,false,false,850,250,850,250,0,0,0,true,-1.0
2,2,0.5,0.5,false,false,250,200,297,247,47,47,3,true,-1.0
2,2,0.5,0.5,false,false,300,850,798,898,498,48,2,true,-1.0
0,0,0.5,0.5,false,false,200,850,197,847,-3,-3,3,true,0.199
0,0,0.5,0.5,false,false,250,250,348,798,98,548,2,true,-1.0
0,0,0.5,0.5,false,false,250,900,247,897,-3,-3,3,true,-1.0
0,0,0.5,0.5,false,false,300,250,298,248,-2,-2,2,true,-1.0
0,0,0.5,0.5,false,false,200,300,797,347,597,47,3,true,-1.0
0,0,0.5,0.5,false,false,300,250,898,798,598,548,2,true,-1.0
0,0,0.5,0.5,false,false,300,300,897,797,597,497,3,true,-1.0
0,0,0.5,0.5,false,false,250,250,298,848,48,598,2,true,-1.0
0,0,0.5,0.5,false,false,200,350,246,896,46,546,4,true,-1.0
0,0,0.5,0.5,false,false,850,300,846,296,-4,-4,4,true,-1.0
0,1,0.5,0.5,false,false,200,250,248,798,48,548,2,true,0.264
0,1,0.5,0.5,false,false,850,250,846,246,-4,-4,4,true,-1.0
0,1,0.5,0.5,false,false,300,300,296,296,-4,-4,4,false,-1.0
0,1,0.5,0.5,false,false,850,200,849,199,-1,-1,1,true,-1.0
0,1,0.5,0.5,false,false,300,850,297,847,-3,-3,3,true,-1.0
0,1,0.5,0.5,false,false,200,300,298,848,98,548,2,false,-1.0
0,1,0.5,0.5,false,false,200,200,196,196,-4,-4,4,true,-1.0
0,1,0.5,0.5,false,false,250,250,247,247,-3,-3,3,true,-1.0
0,1,0.5,0.5,false,false,200,300,248,798,48,498,2,true,-1.0
0,1,0.5,0.5,false,false,200,300,848,848,648,548,2,true,-1.0
0,2,0.5,0.5,false,true,300,850,799,899,499,49,1,true,412.943
0,2,0.5,0.5,false,true,850,200,846,196,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,true,200,250,199,249,-1,-1,1,true,-1.0
0,2,0.5,0.5,false,true,300,350,296,346,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,true,300,300,297,297,-3,-3,3,true,-1.0
0,2,0.5,0.5,false,true,200,300,196,296,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,true,300,250,348,798,48,548,2,true,-1.0
0,2,0.5,0.5,false,true,300,850,799,899,499,49,1,true,-1.0
0,2,0.5,0.5,false,true,200,300,248,898,48,598,2,true,-1.0
0,2,0.5,0.5,false,true,850,200,846,196,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,250,200,799,249,549,49,1,true,64.199
0,2,0.5,0.5,false,false,300,300,799,899,499,599,1,true,-1.0
0,2,0.5,0.5,false,false,850,300,846,296,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,300,300,948,798,648,498,2,true,-1.0
0,2,0.5,0.5,false,false,300,850,799,899,499,49,1,true,-1.0
0,2,0.5,0.5,false,false,250,300,247,297,-3,-3,3,true,-1.0
0,2,0.5,0.5,false,false,200,250,199,249,-1,-1,1,true,-1.0
0,2,0.5,0.5,false,false,250,250,246,246,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,300,200,348,298,48,98,2,true,-1.0
0,2,0.5,0.5,false,false,850,300,846,296,-4,-4,4,true,-1.0
1,0,0.5,0.5,false,false,250,300,797,397,547,97,3,true,0.319
1,0,0.5,0.5,false,false,300,200,300,200,0,0,0,false,-1.0
1,0,0.5,0.5,false,false,300,300,797,347,497,47,3,true,-1.0
1,0,0.5,0.5,false,false,300,300,295,295,-5,-5,5,true,-1.0
1,0,0.5,0.5,false,false,200,850,200,850,0,0,0,true,-1.0
1,0,0.5,0.5,false,false,850,850,850,850,0,0,0,true,-1.0
1,0,0.5,0.5,false,false,850,350,847,347,-3,-3,3,true,-1.0
1,0,0.5,0.5,false,false,350,300,948,798,598,498,2,true,-1.0
1,0,0.5,0.5,false,false,850,200,897,297,47,97,3,true,-1.0
1,0,0.5,0.5,false,false,300,300,295,295,-5,-5,5,true,-1.0
1,1,0.5,0.5,false,false,300,850,250,800,-50,-50,50,true,1.552
1,1,0.5,0.5,false,false,300,850,297,847,-3,-3,3,true,-1.0
1,1,0.5,0.5,false,false,200,250,799,349,599,99,1,true,-1.0
1,1,0.5,0.5,false,false,300,850,250,800,-50,-50,50,true,-1.0
1,1,0.5,0.5,false,false,200,300,249,799,49,499,1,true,-1.0
1,1,0.5,0.5,false,false,850,850,800,800,-50,-50,50,true,-1.0
1,1,0.5,0.5,false,false,200,300,197,297,-3,-3,3,true,-1.0
1,1,0.5,0.5,false,false,300,300,250,250,-50,-50,50,true,-1.0
1,1,0.5,0.5,false,false,250,300,299,349,49,49,1,true,-1.0
1,1,0.5,0.5,false,false,250,350,200,300,-50,-50,50,false,-1.0
1,2,0.5,0.5,false,true,350,300,948,798,598,498,2,true,580.664
1,2,0.5,0.5,false,true,300,850,298,848,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,300,250,297,797,-3,547,3,true,-1.0
1,2,0.5,0.5,false,true,200,850,199,849,-1,-1,1,true,-1.0
1,2,0.5,0.5,false,true,300,850,298,848,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,200,850,199,849,-1,-1,1,true,-1.0
1,2,0.5,0.5,false,true,200,850,298,898,98,48,2,true,-1.0
1,2,0.5,0.5,false,true,350,300,399,799,49,499,1,true,-1.0
1,2,0.5,0.5,false,true,250,200,273,223,23,23,27,true,-1.0
1,2,0.5,0.5,false,true,250,200,248,198,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,300,250,300,250,0,0,0,true,107.089
1,2,0.5,0.5,false,false,900,250,898,248,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,250,350,299,899,49,549,1,true,-1.0
1,2,0.5,0.5,false,false,300,200,296,196,-4,-4,4,true,-1.0
1,2,0.5,0.5,false,false,200,200,299,849,99,649,1,true,-1.0
1,2,0.5,0.5,false,false,300,300,294,294,-6,-6,6,true,-1.0
1,2,0.5,0.5,false,false,300,350,298,348,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,200,250,198,248,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,900,250,892,242,-8,-8,8,true,-1.0
1,2,0.5,0.5,false,false,250,850,248,848,-2,-2,2,true,-1.0
2,0,0.5,0.5,true,false,250,300,247,297,-3,-3,3,false,531.228
2,0,0.5,0.5,true,false,850,300,845,295,-5,-5,5,true,-1.0
2,0,0.5,0.5,true,false,300,350,295,345,-5,-5,5,true,-1.0
2,0,0.5,0.5,true,false,200,300,297,347,97,47,3,true,-1.0
2,0,0.5,0.5,true,false,300,350,848,898,548,548,2,true,-1.0
2,0,0.5,0.5,true,false,850,250,850,250,0,0,0,true,-1.0
2,0,0.5,0.5,true,false,200,350,198,348,-2,-2,2,true,-1.0
2,0,0.5,0.5,true,false,200,200,799,399,599,199,1,true,-1.0
2,0,0.5,0.5,true,false,850,300,848,298,-2,-2,2,true,-1.0
2,0,0.5,0.5,true,false,300,300,797,347,497,47,3,true,-1.0
2,0,0.5,0.5,false,false,250,300,245,295,-5,-5,5,false,107.267
2,0,0.5,0.5,false,false,350,300,345,295,-5,-5,5,true,-1.0
2,0,0.5,0.5,false,false,250,250,250,250,0,0,0,true,-1.0
2,0,0.5,0.5,false,false,250,300,898,898,648,598,2,true,-1.0
2,0,0.5,0.5,false,false,200,350,195,345,-5,-5,5,true,-1.0
2,0,0.5,0.5,false,false,300,250,797,347,497,97,3,true,-1.0
2,0,0.5,0.5,false,false,300,850,297,847,-3,-3,3,false,-1.0
2,0,0.5,0.5,false,false,300,300,300,300,0,0,0,true,-1.0
2,0,0.5,0.5,false,false,250,850,797,897,547,47,3,true,-1.0
2,0,0.5,0.5,false,false,300,350,297,347,-3,-3,3,true,-1.0
2,1,0.5,0.5,true,false,250,300,237,287,-13,-13,13,true,1128.06
2,1,0.5,0.5,true,false,250,300,797,947,547,647,3,true,-1.0
2,1,0.5,0.5,true,false,250,850,247,847,-3,-3,3,false,-1.0
2,1,0.5,0.5,true,false,200,300,798,348,598,48,2,true,-1.0
2,1,0.5,0.5,true,false,250,900,798,948,548,48,2,true,-1.0
2,1,0.5,0.5,true,false,300,200,349,249,49,49,1,true,-1.0
2,1,0.5,0.5,true,false,300,350,798,398,498,48,2,true,-1.0
2,1,0.5,0.5,true,false,250,250,348,898,98,648,2,true,-1.0
2,1,0.5,0.5,true,false,900,850,897,847,-3,-3,3,true,-1.0
2,1,0.5,0.5,true,false,850,300,847,297,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,250,350,796,396,546,46,4,true,154.588
2,1,0.5,0.5,false,false,350,300,899,349,549,49,1,true,-1.0
2,1,0.5,0.5,false,false,350,250,898,848,548,598,2,true,-1.0
2,1,0.5,0.5,false,false,850,350,847,347,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,250,900,247,897,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,200,850,197,847,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,300,300,297,297,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,850,250,847,247,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,300,300,300,300,0,0,0,true,-1.0
2,1,0.5,0.5,false,false,250,300,797,397,547,97,3,true,-1.0
2,2,0.5,0.5,true,true,300,850,300,850,0,0,0,true,623.817
2,2,0.5,0.5,true,true,300,200,898,848,598,648,2,true,-1.0
2,2,0.5,0.5,true,true,250,250,249,249,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,true,250,200,249,199,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,true,900,200,900,200,0,0,0,true,-1.0
2,2,0.5,0.5,true,true,250,200,399,249,149,49,1,false,-1.0
2,2,0.5,0.5,true,true,300,200,348,848,48,648,2,true,-1.0
2,2,0.5,0.5,true,true,200,850,248,898,48,48,2,true,-1.0
2,2,0.5,0.5,true,true,250,250,249,249,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,true,850,850,850,850,0,0,0,true,-1.0
2,2,0.5,0.5,true,false,300,850,798,898,498,48,2,true,615.338
2,2,0.5,0.5,true,false,300,300,299,299,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,false,300,300,299,299,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,false,200,300,298,848,98,548,2,false,-1.0
2,2,0.5,0.5,true,false,850,200,899,249,49,49,1,true,-1.0
2,2,0.5,0.5,true,false,200,200,299,299,99,99,1,false,-1.0
2,2,0.5,0.5,true,false,300,200,300,200,0,0,0,true,-1.0
2,2,0.5,0.5,true,false,850,200,899,249,49,49,1,true,-1.0
2,2,0.5,0.5,true,false,850,850,849,849,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,false,200,300,198,298,-2,-2,2,true,-1.0
2,2,0.5,0.5,false,true,300,300,798,898,498,598,2,true,149.278
2,2,0.5,0.5,false,true,300,200,299,199,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,900,250,900,250,0,0,0,true,-1.0
2,2,0.5,0.5,false,true,300,350,298,348,-2,-2,2,true,-1.0
2,2,0.5,0.5,false,true,850,300,849,299,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,250,350,249,349,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,200,850,200,850,0,0,0,true,-1.0
2,2,0.5,0.5,false,true,300,300,299,299,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,900,300,900,300,0,0,0,true,-1.0
2,2,0.5,0.5,false,true,250,300,349,849,99,549,1,true,-1.0
2,2,0.5,0.5,false,false,300,250,299,249,-1,-1,1,true,97.559
2,2,0.5,0.5,false,false,200,200,200,200,0,0,0,true,-1.0
2,2,0.5,0.5,false,false,300,300,298,298,-2,-2,2,true,-1.0
2,2,0.5,0.5,false,false,350,350,349,349,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,false,250,250,347,297,97,47,3,true,-1.0
2,2,0.5,0.5,false,false,300,300,398,798,98,498,2,true,-1.0
2,2,0.5,0.5,false,false,300,850,298,848,-2,-2,2,true,-1.0
2,2,0.5,0.5,false,false,200,300,798,348,598,48,2,true,-1.0
2,2,0.5,0.5,false,false,250,200,798,298,548,98,2,true,-1.0
2,2,0.5,0.5,false,false,850,300,896,796,46,496,4,true,-1.0
0,0,0.5,0.5,false,false,300,300,296,296,-4,-4,4,true,0.207
0,0,0.5,0.5,false,false,250,300,848,898,598,598,2,true,-1.0
0,0,0.5,0.5,false,false,850,250,846,246,-4,-4,4,true,-1.0
0,0,0.5,0.5,false,false,850,300,846,296,-4,-4,4,true,-1.0
0,0,0.5,0.5,false,false,850,300,898,798,48,498,2,true,-1.0
0,0,0.5,0.5,false,false,900,200,898,198,-2,-2,2,true,-1.0
0,0,0.5,0.5,false,false,300,300,297,297,-3,-3,3,true,-1.0
0,0,0.5,0.5,false,false,200,300,196,296,-4,-4,4,false,-1.0
0,0,0.5,0.5,false,false,850,300,848,298,-2,-2,2,true,-1.0
0,0,0.5,0.5,false,false,250,850,248,848,-2,-2,2,true,-1.0
0,1,0.5,0.5,false,false,300,200,799,299,499,99,1,true,0.259
0,1,0.5,0.5,false,false,300,250,348,798,48,548,2,true,-1.0
0,1,0.5,0.5,false,false,300,300,799,949,499,649,1,true,-1.0
0,1,0.5,0.5,false,false,250,300,298,798,48,498,2,true,-1.0
0,1,0.5,0.5,false,false,250,250,246,246,-4,-4,4,true,-1.0
0,1,0.5,0.5,false,false,250,300,348,798,98,498,2,false,-1.0
0,1,0.5,0.5,false,false,850,300,846,296,-4,-4,4,true,-1.0
0,1,0.5,0.5,false,false,200,350,197,347,-3,-3,3,true,-1.0
0,1,0.5,0.5,false,false,350,850,346,846,-4,-4,4,true,-1.0
0,1,0.5,0.5,false,false,250,350,298,898,48,548,2,true,-1.0
0,2,0.5,0.5,false,true,200,300,196,296,-4,-4,4,true,348.543
0,2,0.5,0.5,false,true,250,300,249,299,-1,-1,1,true,-1.0
0,2,0.5,0.5,false,true,250,250,847,297,597,47,3,true,-1.0
0,2,0.5,0.5,false,true,250,300,348,798,98,498,2,true,-1.0
0,2,0.5,0.5,false,true,250,250,246,246,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,true,200,250,196,246,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,true,850,300,846,296,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,true,300,850,296,846,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,true,250,250,799,349,549,99,1,true,-1.0
0,2,0.5,0.5,false,true,850,250,846,246,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,300,250,799,349,499,99,1,true,70.566
0,2,0.5,0.5,false,false,250,200,346,796,96,596,4,true,-1.0
0,2,0.5,0.5,false,false,200,200,197,197,-3,-3,3,true,-1.0
0,2,0.5,0.5,false,false,250,900,298,948,48,48,2,true,-1.0
0,2,0.5,0.5,false,false,200,250,298,798,98,548,2,true,-1.0
0,2,0.5,0.5,false,false,300,300,296,296,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,300,850,297,847,-3,-3,3,true,-1.0
0,2,0.5,0.5,false,false,300,850,296,846,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,300,200,296,196,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,250,350,247,347,-3,-3,3,true,-1.0
1,0,0.5,0.5,false,false,350,250,897,297,547,47,3,true,0.312
1,0,0.5,0.5,false,false,250,300,245,295,-5,-5,5,false,-1.0
1,0,0.5,0.5,false,false,250,250,245,245,-5,-5,5,true,-1.0
1,0,0.5,0.5,false,false,850,300,899,799,49,499,1,true,-1.0
1,0,0.5,0.5,false,false,200,850,197,847,-3,-3,3,true,-1.0
1,0,0.5,0.5,false,false,350,300,949,799,599,499,1,true,-1.0
1,0,0.5,0.5,false,false,850,200,850,200,0,0,0,true,-1.0
1,0,0.5,0.5,false,false,850,300,899,799,49,499,1,true,-1.0
1,0,0.5,0.5,false,false,200,200,197,197,-3,-3,3,true,-1.0
1,0,0.5,0.5,false,false,300,300,300,300,0,0,0,true,-1.0
1,1,0.5,0.5,false,false,250,850,799,899,549,49,1,true,1.306
1,1,0.5,0.5,false,false,200,300,799,349,599,49,1,true,-1.0
1,1,0.5,0.5,false,false,250,200,799,299,549,99,1,true,-1.0
1,1,0.5,0.5,false,false,350,250,399,799,49,549,1,true,-1.0
1,1,0.5,0.5,false,false,250,300,200,250,-50,-50,50,false,-1.0
1,1,0.5,0.5,false,false,250,300,200,250,-50,-50,50,true,-1.0
1,1,0.5,0.5,false,false,200,250,197,247,-3,-3,3,true,-1.0
1,1,0.5,0.5,false,false,250,250,200,200,-50,-50,50,false,-1.0
1,1,0.5,0.5,false,false,250,200,349,799,99,599,1,true,-1.0
1,1,0.5,0.5,false,false,300,250,948,798,648,548,2,true,-1.0
1,2,0.5,0.5,false,true,200,200,200,200,0,0,0,true,450.986
1,2,0.5,0.5,false,true,250,300,248,298,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,850,250,848,248,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,350,200,300,150,-50,-50,50,false,-1.0
1,2,0.5,0.5,false,true,300,300,780,380,480,80,20,true,-1.0
1,2,0.5,0.5,false,true,200,250,150,200,-50,-50,50,false,-1.0
1,2,0.5,0.5,false,true,300,850,300,850,0,0,0,true,-1.0
1,2,0.5,0.5,false,true,300,900,298,898,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,850,250,850,250,0,0,0,true,-1.0
1,2,0.5,0.5,false,true,300,200,348,798,48,598,2,true,-1.0
1,2,0.5,0.5,false,false,300,300,299,299,-1,-1,1,true,178.673
1,2,0.5,0.5,false,false,250,200,849,899,599,699,1,true,-1.0
1,2,0.5,0.5,false,false,850,250,850,250,0,0,0,true,-1.0
1,2,0.5,0.5,false,false,850,300,899,799,49,499,1,true,-1.0
1,2,0.5,0.5,false,false,850,300,848,298,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,300,300,349,799,49,499,1,true,-1.0
1,2,0.5,0.5,false,false,250,350,799,399,549,49,1,true,-1.0
1,2,0.5,0.5,false,false,350,850,348,848,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,850,250,898,798,48,548,2,true,-1.0
1,2,0.5,0.5,false,false,300,200,899,299,599,99,1,true,-1.0
2,0,0.5,0.5,true,false,300,300,797,347,497,47,3,true,610.728
2,0,0.5,0.5,true,false,350,250,345,245,-5,-5,5,true,-1.0
2,0,0.5,0.5,true,false,200,850,197,847,-3,-3,3,false,-1.0
2,0,0.5,0.5,true,false,200,200,799,249,599,49,1,true,-1.0
